100,200,300,400,500,600,700,800,880,,100,200,300,400,500,600,700,800,880
0.0002553,0.0002437,0.0003404,0.0004221,0.0008343,0.0010699,0.0007304,0.001174,0.0009661,,0.000127407,0.00021578,0.000313021,0.000402383,0.000488974,0.000604437,0.000691246,0.000784691,0.000854565
0.0001296,0.0002155,0.0003104,0.0003969,0.0004811,0.0005949,0.0006808,0.0008763,0.0008951,,,,,,,,,,
0.0001266,0.0003305,0.0003118,0.0003965,0.000482,0.0005941,0.0006812,0.0007659,0.0008395,,,,,,,,,,
0.0001236,0.0002126,0.0003079,0.0003951,0.0004896,0.0005932,0.00068,0.0007668,0.0008715,,,,,,,,,,
0.000133,0.0002159,0.0003434,0.0004012,0.0004828,0.0007317,0.000769,0.000774,0.0008424,,,,,,,,,,
0.0001253,0.0002134,0.0003161,0.000396,0.0004816,0.000594,0.0006812,0.0007672,0.0008394,,,,,,,,,,
0.000245,0.0002173,0.0003802,0.0003982,0.0004811,0.000594,0.0006817,0.0007672,0.0008395,,,,,,,,,,
0.000124,0.0002126,0.0003075,0.0003947,0.0004803,0.000627,0.0006829,0.0007676,0.0008404,,,,,,,,,,
0.000124,0.0002125,0.0003156,0.0004952,0.0006081,0.0005966,0.0006825,0.0007681,0.0008408,,,,,,,,,,
0.0001244,0.0002138,0.0003088,0.0004118,0.0004807,0.000594,0.00068,0.0007663,0.0008399,,,,,,,,,,
0.0001236,0.000213,0.0003088,0.0004508,0.0004828,0.0006072,0.0006817,0.0007667,0.0008408,,,,,,,,,,
0.0001249,0.0002139,0.0003092,0.000396,0.0004815,0.0005941,0.0006804,0.0007668,0.0008403,,,,,,,,,,
0.0001236,0.0002134,0.0003083,0.0003968,0.0005132,0.000594,0.0007057,0.0007677,0.0008394,,,,,,,,,,
0.0001245,0.0002134,0.0003079,0.0003951,0.0004807,0.0005928,0.0006804,0.0007664,0.0008382,,,,,,,,,,
0.000124,0.0002126,0.0003297,0.000396,0.0004816,0.0009361,0.0010888,0.001466,0.0013587,,,,,,,,,,
