100,200,300,400,500,600,700,800,880,,100,200,300,400,500,600,700,800,880
0.0004178,0.0005786,0.000603,0.0007095,0.0007753,0.0009823,0.0012471,0.0015344,0.0017414,,0.000175232,0.000261992,0.000384455,0.000534869,0.000708523,0.000947668,0.001215595,0.001505878,0.001761396
0.0001706,0.0002549,0.0003789,0.0005238,0.0006949,0.0010285,0.0011987,0.0014737,0.0017196,,,,,,,,,,
0.0001681,0.0002544,0.0003789,0.0005239,0.0010781,0.0009699,0.001197,0.0014745,0.00172,,,,,,,,,,
0.0001698,0.0002548,0.0003789,0.0005235,0.0006945,0.000993,0.0011988,0.0014754,0.0017256,,,,,,,,,,
0.0001681,0.0002541,0.0003772,0.0005239,0.0006936,0.0010383,0.0012038,0.0014801,0.0017217,,,,,,,,,,
0.0001685,0.0002549,0.0003794,0.000523,0.0006941,0.0009267,0.0012534,0.0014801,0.0017936,,,,,,,,,,
0.000174,0.0002561,0.0003785,0.0005217,0.0006928,0.0009289,0.0012081,0.0014771,0.0017217,,,,,,,,,,
0.000168,0.0002536,0.0003776,0.0005222,0.0006928,0.0009272,0.0013972,0.0014998,0.001729,,,,,,,,,,
0.0001732,0.0002566,0.0003793,0.0005226,0.0006924,0.0009315,0.0011923,0.001489,0.0017222,,,,,,,,,,
0.0001685,0.0002549,0.0003848,0.0005234,0.0006936,0.0009267,0.0011897,0.0015374,0.0017731,,,,,,,,,,
0.0001762,0.000257,0.0003789,0.0005243,0.0006953,0.0009284,0.0011889,0.0014715,0.0017444,,,,,,,,,,
0.0001677,0.0002536,0.0003776,0.0005226,0.0006919,0.0009271,0.001188,0.0015596,0.0018115,,,,,,,,,,
0.0001839,0.0002698,0.0004003,0.0005573,0.0007398,0.0009319,0.0011888,0.0014694,0.0017153,,,,,,,,,,
0.0001676,0.0002544,0.0003781,0.000523,0.0006945,0.0009289,0.0011881,0.001525,0.0017735,,,,,,,,,,
0.0001946,0.0002553,0.000378,0.0005234,0.0006937,0.0009259,0.0011854,0.0014698,0.0017153,,,,,,,,,,
0.0001663,0.0002536,0.0003772,0.0005226,0.0006996,0.0009284,0.0011902,0.0014703,0.0017655,,,,,,,,,,
0.0001732,0.0002557,0.0003789,0.0005234,0.0006928,0.0009293,0.0011889,0.0014707,0.0017166,,,,,,,,,,
0.0001664,0.0002536,0.0003776,0.0005231,0.0006928,0.0009272,0.0011889,0.0014711,0.0017529,,,,,,,,,,
0.0001702,0.0002562,0.0003798,0.000523,0.0006937,0.000928,0.0011889,0.0014707,0.0017158,,,,,,,,,,
0.0001668,0.0002532,0.0003776,0.0005231,0.0006941,0.0009319,0.0011902,0.0014715,0.0017307,,,,,,,,,,
0.0001886,0.0002553,0.0003785,0.0005248,0.0007365,0.0009289,0.0011888,0.0014724,0.0017209,,,,,,,,,,
0.0001664,0.0002544,0.000378,0.0005226,0.0006932,0.0009263,0.0011893,0.001469,0.0017209,,,,,,,,,,
0.0001677,0.0002536,0.000425,0.0005346,0.0006945,0.000928,0.0011897,0.0014733,0.0017393,,,,,,,,,,
0.0001663,0.0002527,0.0003828,0.0005231,0.0006932,0.0009276,0.0011885,0.0014685,0.0017371,,,,,,,,,,
0.0001689,0.0002536,0.0003772,0.0005663,0.0006984,0.0009314,0.001191,0.0014728,0.0017183,,,,,,,,,,
0.0001677,0.0002541,0.0003772,0.0005218,0.0006945,0.0009263,0.001188,0.0014685,0.001717,,,,,,,,,,
0.0001672,0.0002536,0.0003785,0.0005225,0.0007394,0.0009335,0.0011893,0.0014733,0.0017187,,,,,,,,,,
