100,200,300,400,500,600,700,800,880,,100,200,300,400,500,600,700,800,880
5.60E-06,7.30E-06,6.00E-06,1.41E-05,9.00E-06,1.07E-05,1.20E-05,1.36E-05,1.49E-05,,2.39E-06,3.98E-06,5.50E-06,7.25E-06,8.79E-06,1.06E-05,1.21E-05,1.38E-05,1.51E-05
2.50E-06,3.90E-06,5.60E-06,6.80E-06,8.60E-06,1.02E-05,1.19E-05,1.33E-05,1.46E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.60E-06,6.80E-06,8.60E-06,1.03E-05,1.20E-05,1.37E-05,1.46E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.20E-06,6.80E-06,8.60E-06,1.02E-05,1.20E-05,1.32E-05,1.49E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.60E-06,7.30E-06,8.50E-06,1.06E-05,1.19E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.50E-06,6.90E-06,8.60E-06,1.03E-05,1.20E-05,1.36E-05,1.50E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.60E-06,7.20E-06,8.60E-06,1.03E-05,2.10E-05,1.37E-05,1.46E-05,,,,,,,,,,
2.20E-06,3.80E-06,5.60E-06,6.80E-06,9.00E-06,1.03E-05,1.20E-05,1.37E-05,1.50E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.50E-06,6.90E-06,9.00E-06,1.07E-05,1.24E-05,2.22E-05,1.50E-05,,,,,,,,,,
2.60E-06,3.90E-06,5.10E-06,7.20E-06,8.50E-06,1.02E-05,1.15E-05,1.33E-05,1.50E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.20E-06,6.80E-06,8.50E-06,1.02E-05,1.20E-05,1.37E-05,1.45E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.60E-06,7.30E-06,8.50E-06,1.03E-05,1.20E-05,1.37E-05,1.54E-05,,,,,,,,,,
2.50E-06,4.30E-06,5.50E-06,7.30E-06,8.90E-06,1.07E-05,1.19E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.20E-06,6.80E-06,8.60E-06,1.03E-05,1.20E-05,1.36E-05,1.45E-05,,,,,,,,,,
2.20E-06,3.80E-06,5.10E-06,7.30E-06,9.00E-06,1.02E-05,1.20E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.60E-06,7.20E-06,8.50E-06,1.03E-05,1.20E-05,1.33E-05,1.49E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.50E-06,7.30E-06,8.60E-06,1.03E-05,1.15E-05,1.37E-05,1.50E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.60E-06,6.80E-06,9.00E-06,1.03E-05,1.15E-05,1.36E-05,1.45E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.60E-06,7.30E-06,8.60E-06,1.03E-05,1.20E-05,1.37E-05,1.46E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.20E-06,6.80E-06,9.00E-06,1.03E-05,1.20E-05,1.36E-05,3.16E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.50E-06,7.70E-06,8.60E-06,1.03E-05,1.19E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.10E-06,7.20E-06,8.50E-06,1.03E-05,1.16E-05,1.36E-05,1.45E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.10E-06,7.30E-06,8.50E-06,1.02E-05,1.20E-05,1.42E-05,1.54E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.60E-06,7.30E-06,8.50E-06,1.03E-05,1.20E-05,1.36E-05,1.49E-05,,,,,,,,,,
2.50E-06,3.80E-06,5.60E-06,7.30E-06,9.00E-06,1.03E-05,1.16E-05,1.33E-05,1.50E-05,,,,,,,,,,
2.60E-06,3.90E-06,5.60E-06,6.90E-06,8.50E-06,1.03E-05,1.20E-05,1.32E-05,1.46E-05,,,,,,,,,,
2.60E-06,3.90E-06,5.10E-06,6.80E-06,9.00E-06,1.03E-05,1.20E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.10E-06,7.20E-06,8.60E-06,1.02E-05,1.20E-05,1.32E-05,1.49E-05,,,,,,,,,,
2.50E-06,3.90E-06,5.60E-06,7.20E-06,9.00E-06,1.03E-05,1.20E-05,1.33E-05,1.46E-05,,,,,,,,,,
2.60E-06,3.90E-06,5.60E-06,7.30E-06,8.60E-06,1.03E-05,1.19E-05,1.32E-05,1.46E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.10E-06,6.80E-06,9.00E-06,1.07E-05,1.20E-05,1.37E-05,1.46E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.60E-06,6.90E-06,8.60E-06,1.02E-05,1.16E-05,1.32E-05,1.50E-05,,,,,,,,,,
2.50E-06,4.30E-06,5.60E-06,6.80E-06,8.50E-06,1.03E-05,1.63E-05,1.32E-05,1.49E-05,,,,,,,,,,
2.10E-06,3.90E-06,5.50E-06,7.30E-06,8.60E-06,1.03E-05,1.19E-05,1.36E-05,1.46E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.10E-06,6.90E-06,8.50E-06,1.07E-05,1.19E-05,1.37E-05,1.46E-05,,,,,,,,,,
2.10E-06,3.80E-06,5.60E-06,6.80E-06,8.60E-06,1.02E-05,1.19E-05,1.32E-05,1.45E-05,,,,,,,,,,
2.20E-06,3.90E-06,5.60E-06,7.30E-06,8.60E-06,1.03E-05,1.20E-05,1.37E-05,1.49E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.50E-06,6.90E-06,8.60E-06,1.03E-05,1.20E-05,1.33E-05,1.45E-05,,,,,,,,,,
2.50E-06,3.90E-06,5.60E-06,7.30E-06,8.90E-06,1.02E-05,1.16E-05,1.37E-05,1.50E-05,,,,,,,,,,
2.60E-06,3.80E-06,5.50E-06,7.20E-06,8.60E-06,1.07E-05,1.19E-05,1.33E-05,1.50E-05,,,,,,,,,,
